YEAR,MO,DD,HH,MM,SS,LAT,LON,ERR,DEPTH,MAG,C_MAG,T_MAG,CAT,INTENSITY,AREA,UF,LOCALITY_COMMENTS,,
1996,9,12,7,1,40,-15.57,-51.93,20,0,3,1,mR,I,,,MT,Araguaiana (UnB),,
1996,9,20,21,8,16,-5.52,-35.73,10,0,2.6,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1996,9,21,4,26,57,-15.74,-51.84,50,0,2.5,1,mR,I,,,MT,Araguaiana (UnB),,
1996,9,26,21,23,20,-5.52,-35.73,10,0,2,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1996,10,14,2,48,45,-15.78,-51.82,50,0,2.4,1,mR,I,,,MT,Araguaiana (UnB),,
1996,10,18,16,42,17,-16.52,-52.32,60,0,2.3,1,mR,I,,,GO,Piranhas (UnB),,
1996,10,18,21,44,1,-21.04,-46.74,5,0,4,1,mR,I,5,11,MG,"Jacui (UnB,IAG,IPT)",,
1996,10,19,4,19,2,-15.74,-51.69,50,0,2.6,1,mR,I,,,MT,Araguaiana (UnB),,
1996,10,19,10,56,9,-12.36,-49.31,50,0,2.5,1,mR,I,,,TO,Alvorada (UnB),,
1996,10,26,20,30,17,-22.71,-40.5,30,0,4,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB,IPT)",,
1996,10,28,22,2,48,-21.29,-47.32,5,0,2.6,1,mR,I,4,,SP,"Cajuru (IAG,IPT)",,
1996,11,9,15,38,1,-24.41,-47.84,20,0,2.8,1,mR,I,,,SP,"Registro (IAG,IPT)",,
1996,11,13,23,39,8,-12.26,-50.11,60,0,3.4,1,mR,I,,,TO,"Gurupi (UnB,IAG)",,
1996,11,14,4,30,,-8.28,-35.98,20,0,2.3,4,mI,C,2.5,,PE,Caruaru (UnB),,
1996,11,15,8,10,46,-10.96,-38.37,10,0,2.6,1,mR,I,3,,SE,Capela (IAG),,
1996,11,25,1,24,42,-13.36,-49.19,80,0,2.1,1,mR,I,,,GO,Porangatu (UnB),,
1996,11,25,15,52,40,-13.23,-49.25,80,0,2.4,1,mR,I,,,GO,Porangatu (UnB),,
1996,11,26,4,14,24,-11.39,-56.8,30,0,4.2,2,mbR,I,3.5,,MT,"Tabapora (UnB,IAG,IPT,IDC: mb=4.0)",,
1996,12,10,17,44,18,-15.61,-51.87,4,0,3.5,1,mR,I,,,MT,"Araguaiana (UnB,IAG)",,
1996,12,17,16,57,41,-16.74,-43.86,20,0,2.3,1,mR,I,2,,MG,MontesClaros (UnB),,
1996,12,20,3,20,2,-21.03,-44.76,20,0,2,5,mEst,I,3,,MG,"Bom Sucesso (UnB, IAG)",,
1997,1,3,3,23,22,-15.61,-51.87,3,0,2.4,1,mR,I,,,MT,Araguaiana (UnB),,
1997,1,12,5,32,37,-21.29,-47.32,5,0,2.3,1,mR,I,4.5,,SP,Cajuru (IAG),,
1997,1,13,3,42,27,-20.28,-44.33,20,0,2.7,1,mR,I,,,MG,"Rio Manso (IAG,UnB,IPT)",,
1997,1,15,9,32,27,-5.46,-35.69,5,0,2.3,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,1,19,15,23,17,-15.61,-51.87,3,0,2.3,1,mR,I,,,MT,Araguaiana (UnB),,
1997,2,3,4,15,31,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,2,3,4,16,6,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,2,7,18,26,9,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,2,10,4,13,39,-19.82,-47.25,10,0,2.4,1,mR,I,,,MG,Araxa (UnB),,
1997,2,11,8,55,44,-15.61,-51.87,3,0,2.1,1,mR,I,,,MT,Araguaiana (UnB),,
1997,2,16,6,58,31,-4.3,-39.47,30,0,2.3,5,mEst,I,,,CE,Paramoti (UFRN),,
1997,2,16,9,45,29,-4.3,-39.47,30,0,2,5,mEst,I,,,CE,Paramoti (UFRN),,
1997,2,19,9,28,18,-19.5,-45.83,10,0,2.3,1,mR,I,,,MG,Dores Indaia (UnB),,
1997,2,25,22,14,17,-15.61,-51.87,3,0,2.3,1,mR,I,,,MT,Araguaiana (UnB),,
1997,2,25,23,25,20,-15.61,-51.87,3,0,2.2,5,mEst,I,,,MT,Araguaiana (UnB),,
1997,2,26,21,7,41,-15.61,-51.87,3,0,3,1,mR,I,,,MT,Araguaiana (UnB),,
1997,3,2,12,43,23,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,3,3,5,48,43,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,3,4,16,30,8,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,3,12,22,56,47,-22.2,-40.55,30,0,2.2,1,mR,I,,,RJ,Margem Cont. (IAG),,
1997,3,17,1,27,25,-24.1,-44.71,30,0,2.7,5,mEst,I,,,SP,"Margem Cont. (IAG,IPT)",,
1997,3,18,1,31,0,-5.46,-35.69,5,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,3,20,19,12,25,-5.54,-35.75,5,0,2.1,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,3,21,4,53,55,-15.61,-51.87,3,0,2.1,5,mEst,I,,,MT,Araguaiana (UnB),,
1997,3,21,7,36,15,-26.03,-46.22,20,0,2,1,mR,I,,,PR,"Marg.Cont. (IAG,IPT)",,
1997,3,31,19,38,47,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,Cascavel (UFRN),,
1997,4,5,11,49,58,-5.52,-35.74,5,0,2.4,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,4,5,13,4,29,-5.52,-35.74,5,0,2.3,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,4,5,13,21,27,-5.52,-35.74,5,0,2.3,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,4,22,14,29,39,-3.76,-40.79,10,0,3.2,1,mR,I,4.5,,CE,"Frecheirinha (UFRN,IAG)",,
1997,4,22,18,52,26,-4.41,-38.29,2,0,2.1,1,mR,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,4,23,3,55,25,-4.41,-38.29,2,0,2.7,1,mR,I,4,,CE,"Cascavel (UFRN,IAG)",,
1997,4,27,4,18,29,-15.61,-51.87,3,0,2,1,mR,I,,,MT,"Araguaiana (UnB,IPT)",,
1997,4,27,5,28,28,-15.61,-51.87,3,0,2.5,5,mEst,I,,,MT,Araguaiana (UnB),,
1997,4,27,14,40,37,-15.61,-51.87,3,0,2.3,1,mR,I,,,MT,Araguaiana (UnB),,
1997,4,27,14,51,51,-15.61,-51.87,3,0,2.4,1,mR,I,,,MT,Araguaiana (UnB),,
1997,5,17,23,28,1,-7.14,-51.25,10,0,3.2,1,mR,I,,,PA,S.FelixXingu (UnB),,
1997,5,27,20,7,34,-13.52,-49.5,10,0,3.5,1,mR,I,,,GO,Porangatu (UnB),,
1997,6,4,6,7,23,-3.76,-40.79,10,0,2.4,5,mEst,I,2.5,,CE,Frecheirinha (UFRN),,
1997,6,9,12,2,16,-3.19,-40.43,2,0,3.2,5,mEst,I,5,,CE,"Senador S· (UFRN,IAG)",,
1997,6,15,4,17,14,-15.61,-51.87,3,0,2.4,1,mR,I,,,MT,Araguaiana (UnB),,
1997,6,23,7,21,31,-5.52,-35.74,5,0,2.5,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,7,7,17,20,17,-3.19,-40.43,2,0,2.4,5,mEst,I,,,CE,"Senador Sa (UFRN,IAG)",,
1997,7,8,19,31,43,-22.81,-40.78,30,0,2.9,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB)",,
1997,7,9,18,4,27,-19.34,-47.79,2,0,2.4,1,mR,I,,,MG,Nova Ponte (UnB),,
1997,7,11,0,36,45,-19.18,-47.7,2,0,2.3,1,mR,I,,,MG,Nova Ponte (UnB),,
1997,7,11,19,16,56,-17.98,-51.91,10,0,2.8,1,mR,I,,,GO,Jatai (UnB),,
1997,7,13,4,32,28,-22.75,-40.66,30,0,2.5,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB)",,
1997,7,17,16,45,45,-20.82,-47.17,30,0,2.9,1,mR,I,,,SP,Antas (UnB),,
1997,7,18,7,16,10,-5.52,-35.74,5,0,2.7,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG,UnB)",,
1997,8,2,7,41,23,-3.19,-40.43,2,0,2,5,mEst,I,,,CE,"Senador Sa (UFRN,UnB)",,
1997,8,6,1,34,15,-13.08,-49.16,30,0,2.1,1,mR,I,,,GO,EstrelaNorte (UnB),,
1997,8,16,16,11,6,-14.97,-50.58,10,0,3,1,mR,I,,,GO,Mozarlandia (UnB),,
1997,8,17,23,12,21,-18.88,-47.9,10,0,2.2,5,mEst,I,,,MG,Indianopolis (UnB),,
1997,8,22,1,28,35,-22.87,-45.96,10,0,2.8,1,mR,I,3,,SP,"S.F. Xavier (UnB,IAG,IPT)",,
1997,8,23,14,29,6,-22.86,-45.96,10,0,2.6,1,mR,I,2,,SP,"S.F. Xavier (IAG,UnB,IPT)",,
1997,8,24,5,59,4,-11.1,-50.61,10,0,3.1,1,mR,I,,,TO,S.F.Araguaia (UnB),,
1997,9,6,18,8,20,-19,-47.95,10,0,2.2,1,mR,I,,,MG,Indianopolis (UnB),,
1997,9,7,6,8,54,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,7,9,34,55,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,8,10,58,33,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,10,13,55,56,-5.5,-35.73,5,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,9,12,5,34,33,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,14,11,23,9,-4.41,-38.29,2,0,2.1,1,mR,I,,,CE,"Cascavel (UFRN,IAG,UnB)",,
1997,9,17,9,18,36,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,Cascavel (UFRN),,
1997,9,18,11,26,42,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,19,2,26,36,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,19,7,37,24,-19.24,-47.53,2,0,2.1,1,mR,I,,,MG,Nova Ponte (UnB),,
1997,9,19,19,34,31,-4.41,-38.29,2,0,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,19,22,3,22,-4.41,-38.29,2,0,3.6,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,19,22,41,27,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,Cascavel (UFRN),,
1997,9,21,4,14,55,-4.41,-38.29,2,0,3.3,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,22,14,51,28,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,22,16,5,47,-4.41,-38.29,2,0,2.8,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,22,21,48,38,-4.41,-38.29,2,0,3.3,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,23,4,41,32,-5.46,-35.69,5,0,2.4,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,9,23,5,52,16,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,23,6,21,0,-5.46,-38.15,5,0,2.2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,9,23,15,3,39,-5.46,-38.15,5,0,2.2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1997,9,23,23,6,58,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,24,12,31,2,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,24,18,43,29,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,9,26,6,11,28,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,26,13,13,18,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,Cascavel (UFRN),,
1997,9,26,18,11,23,-4.41,-38.29,2,0,2.7,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,9,27,16,46,38,-3.19,-40.43,2,0,2,5,mEst,I,,,CE,Senador Sa (UFRN),,
1997,9,29,18,33,38,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB)",,
1997,10,5,5,14,17,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,10,9,8,43,15,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1997,10,9,9,16,23,-4.41,-38.29,2,0,2.3,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,10,23,23,15,6,-3.94,-39.53,30,0,2.9,1,mR,I,3.5,,CE,"Apuiares (UFRN,UnB,IAG)",,
1997,11,17,17,27,1,-20.75,-45.75,5,0,3.5,1,mR,I,5.5,1.3,MG,"GuapÈ (UnB,IAG) forte Volta Grande, Faz.Monteiros",,
1997,11,20,8,12,29,-19.28,-48.12,2,0,2.2,1,mR,I,,,MG,Nova Ponte (UnB),,
1997,11,25,6,9,28,-19.24,-47.85,2,0,2,1,mR,I,,,MG,Nova Ponte (UnB),,
1997,11,25,23,39,22,-22.6,-47.58,10,0,3.3,1,mR,I,4,,SP,"Limeira (IAG,UnB,IPT)",,
1997,12,4,6,50,56,-13.24,-49.37,30,0,2.3,5,mEst,I,,,GO,Porangatu (UnB),,
1997,12,6,4,41,21,-13.14,-49.45,30,0,2.4,5,mEst,I,,,GO,Porangatu (UnB),,
1997,12,11,10,48,55,-4.41,-38.29,2,0,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,11,12,47,37,-5.66,-35.85,5,0,2.2,5,mEst,I,,,RN,"B.Fernandes (UFRN,IAG)",,
1997,12,11,22,16,57,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,12,4,54,33,-4.41,-38.29,2,0,2.6,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,12,8,45,45,-3.19,-40.43,2,0,3,5,mEst,I,,,CE,"Senador Sa (UFRN,UnB,IAG)",,
1997,12,12,9,55,58,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,12,11,58,47,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,13,22,9,50,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,16,3,34,2,-4.41,-38.29,2,0,3.1,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,20,22,5,28,-4.41,-38.29,2,0,2.6,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1997,12,21,1,37,8,-20.61,-44,20,0,2.4,1,mR,I,,,MG,"Jeceaba (IAG,UnB)",,
1998,1,1,12,23,46,-5.66,-35.9,5,0,2,5,mEst,I,,,RN,"B.Fernandes (UFRN,IAG)",,
1998,1,4,7,59,23,-5.66,-35.9,5,0,2,5,mEst,I,,,RN,"B.Fernandes (UFRN,IAG)",,
1998,1,7,12,47,22,-16.22,-41.3,50,0,3.1,1,mR,I,,,MG,Medina (UnB),,
1998,1,16,23,0,17,-19.43,-44.4,20,0,2,1,mR,I,,,MG,Inhauma (IAG),,
1998,1,22,5,49,19,-3.87,-39.49,10,0,2.1,5,mEst,I,,,CE,"Tejucuoca (UFRN,IAG)",,
1998,2,2,15,31,25,-3.87,-39.49,10,0,2.8,5,mEst,I,,,CE,"Tejucuoca (UFRN,IAG)",,
1998,2,13,19,35,37,-5.52,-35.74,5,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1998,2,16,7,37,29,-17.91,-56.7,50,0,3.5,1,mR,I,,,MS,Paiaguas (UnB),,
1998,2,26,13,16,29,-3.95,-49.64,20,0,3.1,1,mR,I,,,PA,Tucurui (UnB),,
1998,2,27,6,57,57,-3.95,-49.64,20,0,3.1,1,mR,I,,,PA,Tucurui (UnB),,
1998,3,2,6,26,51,-3.86,-49.63,20,0,3.5,0,mb,I,4.5,,PA,"Tucurui (UnB,IDC, ISC)",,
1998,3,10,23,32,44,-11.62,-56.77,5,4,5.2,2,mbR,I,5.5,26,MT,"Pto.Gauchos (UnB,IAG,IPT,UNESP-PP,ISC:Ms=4.6)Cuiab· I-II",,
1998,3,14,23,23,0,-11.6,-56.79,5,4,3.7,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,3,17,12,3,45,-5.66,-35.9,60,0,2,5,mEst,I,,,RN,"BentoFernand (UFRN,IAG)",,
1998,3,20,0,32,47,-23.64,-52.54,50,0,2.1,1,mR,I,,,PR,"Maringa (CESP,IAG)",,
1998,3,22,5,24,35,-11.59,-56.78,5,4,3.7,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,3,22,5,26,50,-11.6,-56.8,5,4,3.8,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,3,28,5,15,18,-15.66,-51.93,50,0,3.3,1,mR,I,,,MT,Araguaiana (UnB),,
1998,3,31,12,49,35,-3.94,-39.42,3,0,2.1,5,mEst,I,,,CE,Apuiares (UFRN),,
1998,4,1,8,52,1,-3.94,-39.42,3,0,2.1,5,mEst,I,,,CE,"Apuiares (UFRN,IAG)",,
1998,4,7,20,24,41,-5.57,-35.78,5,0,2.1,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1998,4,11,17,24,53,-11.02,-48.48,50,0,3.9,0,mb,I,,,TO,Pto.Nacional (ISC),,
1998,4,12,4,9,36,4.8,-47.72,30,47,5.3,0,mb,I,,,AP,"Margem Cont. (IAG,UnB,IDC)",,
1998,4,16,18,16,45,-21.91,-45.57,10,0,2.3,1,mR,I,,,MG,S.G. Sapucai (IAG),,
1998,4,18,2,32,18,-24.66,-44.27,30,0,3.4,1,mR,I,,,SP,"Margem Cont. (IAG,IPT,UNESP,UnB)",,
1998,4,22,2,29,10,-4.41,-38.29,2,0,2.8,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,4,28,17,14,49,-5.66,-35.9,5,0,2,5,mEst,I,,,RN,BentoFernand (UFRN),,
1998,4,29,3,18,28,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,Cascavel (UFRN),,
1998,5,5,19,30,,-28.3,-49.1,20,0,2.8,4,mI,C,3.5,,SC,BraÁo Norte (IAG; Jornal Florianopolis),,
1998,5,6,4,27,41,-26.24,-57,50,0,2.6,0,mb,I,,,EX,Paraguay (UnB),,
1998,5,6,14,45,19,-18.13,-56.7,50,0,3.4,1,mR,I,,,MS,Paiaguas (UnB),,
1998,5,6,14,45,59,-11.6,-56.8,10,0,3.6,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,5,6,22,27,59,-22.62,-47.67,30,0,2.4,1,mR,I,,,SP,Tanquinho (IAG),,
1998,5,7,1,36,54,-18.26,-56.67,50,0,3.2,1,mR,I,,,MS,Paiaguas (UnB),,
1998,5,7,1,52,59,-18.28,-56.65,50,0,3,1,mR,I,,,MS,Paiaguas (UnB),,
1998,5,7,14,0,8,-7.5,-73.64,80,0,3.7,1,mR,I,,,AC,Acampamento (UnB),,
1998,5,12,10,53,44,-18.35,-56.65,50,0,3.3,1,mR,I,,,MS,Paiaguas (UnB),,
1998,5,12,14,29,51,-11.6,-56.8,10,0,3.6,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,5,12,14,30,26,-18.41,-56.58,50,0,3.4,1,mR,I,,,MS,Paiaguas (UnB),,
1998,5,15,19,3,0,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,5,15,19,3,34,-18.06,-56.73,50,0,3.3,1,mR,I,,,MS,Paiaguas (UnB),,
1998,5,20,18,13,17,-5.57,-35.78,5,0,2.1,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1998,5,22,17,33,4,-19.17,-47.6,2,0,4.1,2,mbR,I,6,,MG,"Nova Ponte (UnB,IAG,IPT,UNESP,ISC)",,
1998,5,23,12,48,35,-20.78,-44.09,5,0,2.1,1,mR,I,,,MG,LagoaDourada (IAG),,
1998,5,30,9,57,45,-19.15,-55.97,40,0,3.6,1,mR,I,,,MS,"Paiaguas (UnB,IPT,IAG)",,
1998,6,2,23,18,47,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,4,0,40,46,-4.41,-38.29,2,0,4,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG) Fortaleza II MM",,
1998,6,4,0,48,22,-4.41,-38.29,2,0,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,4,11,31,30,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,4,15,16,27,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,9,3,18,20,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,11,1,21,52,-4.41,-38.29,2,0,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,11,1,41,47,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,6,11,2,1,51,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,7,1,21,25,9,-24.02,-44.46,30,0,3.2,1,mR,I,,,SP,"Margem Cont. (IAG,UnB)",,
1998,7,2,13,30,25,-4.41,-38.29,2,0,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,7,3,17,23,35,-4.41,-38.29,2,0,2.5,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,7,10,16,36,41,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,7,19,0,32,59,-11.61,-56.78,10,0,3.8,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,7,21,22,22,59,-11.59,-56.78,10,0,4.1,1,mR,I,,,MT,"Pto.Gauchos (UnB,IAG)",,
1998,7,23,16,32,24,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,7,25,0,50,42,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,7,29,1,46,44,-20.79,-45.76,20,0,2.3,1,mR,I,,,MG,"GuapÈ (IAG,UnB,IPT)",,
1998,7,29,6,20,52,-9.87,-39.87,1,0,3.1,1,mR,I,3,,BA,"Jaguarari (IAG,UnB) Induzido por Mineracao",,
1998,7,30,15,56,21,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,8,4,6,2,41,-4.41,-38.29,2,0,2.8,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,8,4,6,17,9,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,8,16,22,,,-28.77,-49.55,20,0,3.4,3,mA,C,,0.7,SC,Meleiro (UnB),,
1998,8,23,0,12,58,-19.59,-44.13,30,0,2.7,1,mR,I,,,MG,"P.Leopoldo (UnB,IAG,IPT)",,
1998,8,24,3,35,26,-19.59,-44.13,30,0,3,1,mR,I,3.5,,MG,"P.Leopoldo (UnB,IAG,IPT)",,
1998,8,26,15,9,43,-19.09,-42.96,50,0,3.8,1,mR,I,,,MG,Capelinha (UnB),,
1998,8,27,14,23,57,-9.46,-50.49,50,0,3.2,1,mR,I,,,PA,Pq.Nac.Arag. (UnB),,
1998,9,1,5,38,12,-22.13,-41.07,30,0,2.2,1,mR,I,,,RJ,"Margem Cont. (IAG,IPT)",,
1998,9,6,13,20,39,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,9,18,18,34,57,-24.96,-45.27,30,0,3.2,1,mR,I,,,SP,"Margem Cont. (IAG,IPT,UnB)",,
1998,9,18,18,40,44,-25.02,-45.47,30,0,3.1,1,mR,I,,,SP,"Margem Cont. (IAG,IPT,UnB)",,
1998,9,20,20,7,36,-15.03,-51.42,50,0,3,1,mR,I,,,GO,Aruana (UnB),,
1998,9,20,23,44,31,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,9,24,3,48,48,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,9,24,6,13,32,-11.6,-56.8,10,0,3.7,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,10,7,15,39,13,-9.87,-39.87,1,0,2.5,1,mR,I,2,,BA,Jaguarari (IAG)Induzido por Mineracao,,
1998,10,9,8,3,13,-8.73,-54.57,50,0,3.5,1,mR,I,,,PA,S. Cachimbo (UnB),,
1998,10,9,8,8,4,-11.6,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,10,18,7,13,13,-4.41,-38.29,2,0,2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,10,20,23,34,26,-4.41,-38.29,2,0,2.4,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1998,11,5,8,11,33,-23.15,-46.05,20,0,2.6,1,mR,I,4.5,,SP,"Igarata (IAG,IPT)",,
1998,11,11,19,10,57,-11.61,-56.79,10,0,3.7,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1998,11,19,15,39,59,-9.66,-37,10,0,2.5,1,mR,I,5.0,,AL,Jaramataia (IAG),,
1998,12,31,0,25,12,-16.37,-54.14,50,0,3,1,mR,I,,,MT,Rondonopolis (UnB),,
1999,1,2,8,33,55,-23.41,-49.17,30,0,3.4,1,mR,I,,,SP,"Itai (IPT,IAG,UnB)",,
1999,1,7,12,45,8,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,Cascavel (UFRN),,
1999,2,8,18,44,45,-11.61,-56.78,10,2,3.1,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,2,27,2,3,59,-24.42,-50.07,30,0,2.7,1,mR,I,,,PR,"NWPiraidoSul (IPT,IAG)",,
1999,3,6,12,32,54,-23.47,-40.91,40,0,2.2,1,mR,I,,,RJ,Margem Cont. (IAG),,
1999,3,15,5,13,32,-0.22,-63.79,30,22,4,0,mb,I,,,AM,(ISC),,
1999,3,15,5,13,32,-0.22,-63.79,30,22,4,0,mb,I,,,AM,"SGCachoeira (ISC,UnB:mb=4.4)",,
1999,3,18,9,31,28,-11.6,-56.79,10,2,3.7,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1999,3,18,9,31,39,-22.3,-40.75,30,0,2.5,1,mR,I,,,RJ,Margem Cont. (IAG),,
